,evacuation_time,fall_length,passenger_bonus
1150,311.0,240,0.45
1151,299.0,240,0.45
1152,258.0,240,0.45
1153,385.0,240,0.45
1154,313.0,240,0.45
1155,306.0,240,0.45
1156,329.0,240,0.45
1157,280.0,240,0.45
1158,319.0,240,0.45
1159,222.0,240,0.45
1160,295.0,240,0.45
1161,265.0,240,0.45
1162,316.0,240,0.45
1163,300.0,240,0.45
1164,281.0,240,0.45
1165,387.0,240,0.45
1166,267.0,240,0.45
1167,224.0,240,0.45
1168,265.0,240,0.45
1169,251.0,240,0.45
1170,254.0,240,0.5
1171,377.0,240,0.5
1172,253.0,240,0.5
1173,278.0,240,0.5
1174,325.0,240,0.5
1175,297.0,240,0.5
1176,244.0,240,0.5
1177,258.0,240,0.5
1178,260.0,240,0.5
1179,321.0,240,0.5
1180,331.0,240,0.5
1181,271.0,240,0.5
1182,437.0,240,0.5
1183,321.0,240,0.5
1184,263.0,240,0.5
1185,280.0,240,0.5
1186,292.0,240,0.5
1187,207.0,240,0.5
1188,277.0,240,0.5
1189,257.0,240,0.5
1190,273.0,240,0.5
1191,312.0,240,0.5
1192,260.0,240,0.5
1193,249.0,240,0.5
1194,283.0,240,0.5
1195,266.0,240,0.5
1196,307.0,240,0.5
1197,229.0,240,0.5
1198,274.0,240,0.5
1199,442.0,240,0.5
1200,249.0,300,0.05
1201,321.0,300,0.05
1202,205.0,300,0.05
1203,260.0,300,0.05
1204,378.0,300,0.05
1205,307.0,300,0.05
1206,214.0,300,0.05
1207,343.0,300,0.05
1208,309.0,300,0.05
1209,326.0,300,0.05
1210,261.0,300,0.05
1211,222.0,300,0.05
1212,255.0,300,0.05
1213,259.0,300,0.05
1214,312.0,300,0.05
1215,321.0,300,0.05
1216,267.0,300,0.05
1217,305.0,300,0.05
1218,313.0,300,0.05
1219,401.0,300,0.05
1220,259.0,300,0.05
1221,286.0,300,0.05
1222,260.0,300,0.05
1223,264.0,300,0.05
1224,387.0,300,0.05
1225,258.0,300,0.05
1226,261.0,300,0.05
1227,325.0,300,0.05
1228,258.0,300,0.05
1229,233.0,300,0.05
1230,217.0,300,0.1
1231,308.0,300,0.1
1232,331.0,300,0.1
1233,269.0,300,0.1
1234,298.0,300,0.1
1235,384.0,300,0.1
1236,329.0,300,0.1
1237,315.0,300,0.1
1238,317.0,300,0.1
1239,287.0,300,0.1
1240,278.0,300,0.1
1241,296.0,300,0.1
1242,253.0,300,0.1
1243,282.0,300,0.1
1244,341.0,300,0.1
1245,330.0,300,0.1
1246,320.0,300,0.1
1247,320.0,300,0.1
1248,255.0,300,0.1
1249,249.0,300,0.1
1250,319.0,300,0.1
1251,257.0,300,0.1
1252,306.0,300,0.1
1253,256.0,300,0.1
1254,261.0,300,0.1
1255,373.0,300,0.1
1256,369.0,300,0.1
1257,259.0,300,0.1
1258,265.0,300,0.1
1259,261.0,300,0.1
1260,330.0,300,0.15
1261,281.0,300,0.15
1262,286.0,300,0.15
1263,379.0,300,0.15
1264,252.0,300,0.15
1265,341.0,300,0.15
1266,317.0,300,0.15
1267,359.0,300,0.15
1268,264.0,300,0.15
1269,343.0,300,0.15
1270,256.0,300,0.15
1271,213.0,300,0.15
1272,250.0,300,0.15
1273,264.0,300,0.15
1274,314.0,300,0.15
1275,331.0,300,0.15
1276,319.0,300,0.15
1277,316.0,300,0.15
1278,275.0,300,0.15
1279,356.0,300,0.15
1280,428.0,300,0.15
1281,313.0,300,0.15
1282,265.0,300,0.15
1283,253.0,300,0.15
1284,264.0,300,0.15
1285,261.0,300,0.15
1286,277.0,300,0.15
1287,313.0,300,0.15
1288,255.0,300,0.15
1289,222.0,300,0.15
1290,295.0,300,0.2
1291,310.0,300,0.2
1292,345.0,300,0.2
1293,330.0,300,0.2
1294,294.0,300,0.2
1295,290.0,300,0.2
1296,256.0,300,0.2
1297,225.0,300,0.2
1298,351.0,300,0.2
1299,370.0,300,0.2
1300,326.0,300,0.2
1301,266.0,300,0.2
1302,255.0,300,0.2
1303,248.0,300,0.2
1304,295.0,300,0.2
1305,317.0,300,0.2
1306,305.0,300,0.2
1307,314.0,300,0.2
1308,272.0,300,0.2
1309,479.0,300,0.2
1310,255.0,300,0.2
1311,257.0,300,0.2
1312,258.0,300,0.2
1313,252.0,300,0.2
1314,260.0,300,0.2
1315,305.0,300,0.2
1316,314.0,300,0.2
1317,260.0,300,0.2
1318,316.0,300,0.2
1319,258.0,300,0.2
1320,281.0,300,0.25
1321,379.0,300,0.25
1322,258.0,300,0.25
1323,256.0,300,0.25
1324,317.0,300,0.25
1325,300.0,300,0.25
1326,312.0,300,0.25
1327,268.0,300,0.25
1328,253.0,300,0.25
1329,320.0,300,0.25
1330,232.0,300,0.25
1331,323.0,300,0.25
1332,268.0,300,0.25
1333,269.0,300,0.25
1334,227.0,300,0.25
1335,280.0,300,0.25
1336,267.0,300,0.25
1337,253.0,300,0.25
1338,265.0,300,0.25
1339,373.0,300,0.25
1340,230.0,300,0.25
1341,214.0,300,0.25
1342,259.0,300,0.25
1343,264.0,300,0.25
1344,295.0,300,0.25
1345,268.0,300,0.25
1346,312.0,300,0.25
1347,318.0,300,0.25
1348,371.0,300,0.25
1349,376.0,300,0.25
1350,271.0,300,0.3
1351,262.0,300,0.3
1352,364.0,300,0.3
1353,279.0,300,0.3
1354,321.0,300,0.3
1355,266.0,300,0.3
1356,229.0,300,0.3
1357,314.0,300,0.3
1358,256.0,300,0.3
1359,253.0,300,0.3
1360,260.0,300,0.3
1361,258.0,300,0.3
1362,265.0,300,0.3
1363,297.0,300,0.3
1364,372.0,300,0.3
1365,317.0,300,0.3
1366,252.0,300,0.3
1367,268.0,300,0.3
1368,353.0,300,0.3
1369,275.0,300,0.3
1370,271.0,300,0.3
1371,318.0,300,0.3
1372,243.0,300,0.3
1373,263.0,300,0.3
1374,260.0,300,0.3
1375,278.0,300,0.3
1376,375.0,300,0.3
1377,260.0,300,0.3
1378,355.0,300,0.3
1379,231.0,300,0.3
1380,293.0,300,0.35
1381,216.0,300,0.35
1382,290.0,300,0.35
1383,277.0,300,0.35
1384,254.0,300,0.35
1385,259.0,300,0.35
1386,251.0,300,0.35
1387,347.0,300,0.35
1388,255.0,300,0.35
1389,271.0,300,0.35
1390,259.0,300,0.35
1391,326.0,300,0.35
1392,258.0,300,0.35
1393,314.0,300,0.35
1394,253.0,300,0.35
1395,257.0,300,0.35
1396,410.0,300,0.35
1397,310.0,300,0.35
1398,379.0,300,0.35
1399,300.0,300,0.35
1400,309.0,300,0.35
1401,286.0,300,0.35
1402,257.0,300,0.35
1403,264.0,300,0.35
1404,262.0,300,0.35
1405,319.0,300,0.35
1406,374.0,300,0.35
1407,375.0,300,0.35
1408,225.0,300,0.35
1409,307.0,300,0.35
1410,262.0,300,0.4
1411,254.0,300,0.4
1412,304.0,300,0.4
1413,259.0,300,0.4
1414,383.0,300,0.4
1415,255.0,300,0.4
1416,225.0,300,0.4
1417,213.0,300,0.4
1418,211.0,300,0.4
1419,260.0,300,0.4
1420,288.0,300,0.4
1421,250.0,300,0.4
1422,295.0,300,0.4
1423,256.0,300,0.4
1424,260.0,300,0.4
1425,376.0,300,0.4
1426,253.0,300,0.4
1427,325.0,300,0.4
1428,260.0,300,0.4
1429,256.0,300,0.4
1430,321.0,300,0.4
1431,314.0,300,0.4
1432,277.0,300,0.4
1433,269.0,300,0.4
1434,305.0,300,0.4
1435,329.0,300,0.4
1436,261.0,300,0.4
1437,232.0,300,0.4
1438,277.0,300,0.4
1439,266.0,300,0.4
1440,214.0,300,0.45
1441,278.0,300,0.45
1442,210.0,300,0.45
1443,312.0,300,0.45
1444,269.0,300,0.45
1445,284.0,300,0.45
1446,299.0,300,0.45
1447,321.0,300,0.45
1448,258.0,300,0.45
1449,312.0,300,0.45
1450,221.0,300,0.45
1451,315.0,300,0.45
1452,312.0,300,0.45
1453,267.0,300,0.45
1454,210.0,300,0.45
1455,277.0,300,0.45
1456,254.0,300,0.45
1457,321.0,300,0.45
1458,275.0,300,0.45
1459,313.0,300,0.45
1460,251.0,300,0.45
1461,233.0,300,0.45
1462,248.0,300,0.45
1463,265.0,300,0.45
1464,257.0,300,0.45
1465,373.0,300,0.45
1466,261.0,300,0.45
1467,257.0,300,0.45
1468,314.0,300,0.45
1469,328.0,300,0.45
1470,262.0,300,0.5
1471,280.0,300,0.5
1472,313.0,300,0.5
1473,262.0,300,0.5
1474,380.0,300,0.5
1475,214.0,300,0.5
1476,255.0,300,0.5
1477,238.0,300,0.5
1478,210.0,300,0.5
1479,308.0,300,0.5
1480,303.0,300,0.5
1481,374.0,300,0.5
1482,295.0,300,0.5
1483,274.0,300,0.5
1484,316.0,300,0.5
1485,268.0,300,0.5
1486,309.0,300,0.5
1487,280.0,300,0.5
1488,257.0,300,0.5
1489,251.0,300,0.5
1490,327.0,300,0.5
1491,357.0,300,0.5
1492,315.0,300,0.5
1493,302.0,300,0.5
1494,251.0,300,0.5
1495,319.0,300,0.5
1496,245.0,300,0.5
1497,266.0,300,0.5
1498,254.0,300,0.5
1499,309.0,300,0.5
1500,373.0,360,0.05
1501,209.0,360,0.05
1502,260.0,360,0.05
1503,316.0,360,0.05
1504,254.0,360,0.05
1505,305.0,360,0.05
1506,568.0,360,0.05
1507,320.0,360,0.05
1508,258.0,360,0.05
1509,312.0,360,0.05
1510,315.0,360,0.05
1511,317.0,360,0.05
1512,324.0,360,0.05
1513,254.0,360,0.05
1514,436.0,360,0.05
1515,218.0,360,0.05
1516,317.0,360,0.05
1517,364.0,360,0.05
1518,268.0,360,0.05
1519,256.0,360,0.05
1520,225.0,360,0.05
1521,314.0,360,0.05
1522,260.0,360,0.05
1523,316.0,360,0.05
1524,279.0,360,0.05
1525,249.0,360,0.05
1526,315.0,360,0.05
1527,295.0,360,0.05
1528,314.0,360,0.05
1529,420.0,360,0.05
1530,319.0,360,0.1
1531,206.0,360,0.1
1532,323.0,360,0.1
1533,317.0,360,0.1
1534,308.0,360,0.1
1535,293.0,360,0.1
1536,376.0,360,0.1
1537,228.0,360,0.1
1538,396.0,360,0.1
1539,253.0,360,0.1
1540,263.0,360,0.1
1541,229.0,360,0.1
1542,427.0,360,0.1
1543,234.0,360,0.1
1544,251.0,360,0.1
1545,258.0,360,0.1
1546,377.0,360,0.1
1547,316.0,360,0.1
1548,258.0,360,0.1
1549,271.0,360,0.1
1550,313.0,360,0.1
1551,289.0,360,0.1
1552,313.0,360,0.1
1553,293.0,360,0.1
1554,317.0,360,0.1
1555,279.0,360,0.1
1556,248.0,360,0.1
1557,257.0,360,0.1
1558,388.0,360,0.1
1559,274.0,360,0.1
1560,321.0,360,0.15
1561,259.0,360,0.15
1562,250.0,360,0.15
1563,272.0,360,0.15
1564,253.0,360,0.15
1565,282.0,360,0.15
1566,278.0,360,0.15
1567,323.0,360,0.15
1568,273.0,360,0.15
1569,396.0,360,0.15
1570,319.0,360,0.15
1571,313.0,360,0.15
1572,254.0,360,0.15
1573,384.0,360,0.15
1574,313.0,360,0.15
1575,315.0,360,0.15
1576,363.0,360,0.15
1577,266.0,360,0.15
1578,299.0,360,0.15
1579,260.0,360,0.15
1580,319.0,360,0.15
1581,304.0,360,0.15
1582,262.0,360,0.15
1583,252.0,360,0.15
1584,252.0,360,0.15
1585,263.0,360,0.15
1586,265.0,360,0.15
1587,280.0,360,0.15
1588,269.0,360,0.15
1589,316.0,360,0.15
1590,257.0,360,0.2
1591,229.0,360,0.2
1592,261.0,360,0.2
1593,326.0,360,0.2
1594,256.0,360,0.2
1595,264.0,360,0.2
1596,377.0,360,0.2
1597,261.0,360,0.2
1598,402.0,360,0.2
1599,265.0,360,0.2
1600,264.0,360,0.2
1601,268.0,360,0.2
1602,440.0,360,0.2
1603,254.0,360,0.2
1604,431.0,360,0.2
1605,288.0,360,0.2
1606,316.0,360,0.2
1607,291.0,360,0.2
1608,269.0,360,0.2
1609,257.0,360,0.2
1610,318.0,360,0.2
1611,391.0,360,0.2
1612,296.0,360,0.2
1613,238.0,360,0.2
1614,329.0,360,0.2
1615,266.0,360,0.2
1616,323.0,360,0.2
1617,419.0,360,0.2
1618,257.0,360,0.2
1619,269.0,360,0.2
1620,295.0,360,0.25
1621,256.0,360,0.25
1622,261.0,360,0.25
1623,312.0,360,0.25
1624,254.0,360,0.25
1625,437.0,360,0.25
1626,300.0,360,0.25
1627,326.0,360,0.25
1628,259.0,360,0.25
1629,231.0,360,0.25
1630,260.0,360,0.25
1631,262.0,360,0.25
1632,320.0,360,0.25
1633,336.0,360,0.25
1634,317.0,360,0.25
1635,221.0,360,0.25
1636,257.0,360,0.25
1637,219.0,360,0.25
1638,376.0,360,0.25
1639,294.0,360,0.25
1640,327.0,360,0.25
1641,262.0,360,0.25
1642,222.0,360,0.25
1643,268.0,360,0.25
1644,313.0,360,0.25
1645,259.0,360,0.25
1646,586.0,360,0.25
1647,317.0,360,0.25
1648,273.0,360,0.25
1649,267.0,360,0.25
1650,313.0,360,0.3
1651,264.0,360,0.3
1652,272.0,360,0.3
1653,371.0,360,0.3
1654,256.0,360,0.3
1655,265.0,360,0.3
1656,304.0,360,0.3
1657,362.0,360,0.3
1658,425.0,360,0.3
1659,265.0,360,0.3
1660,298.0,360,0.3
1661,308.0,360,0.3
1662,266.0,360,0.3
1663,268.0,360,0.3
1664,313.0,360,0.3
1665,298.0,360,0.3
1666,418.0,360,0.3
1667,250.0,360,0.3
1668,256.0,360,0.3
1669,403.0,360,0.3
1670,344.0,360,0.3
1671,254.0,360,0.3
1672,387.0,360,0.3
1673,216.0,360,0.3
1674,374.0,360,0.3
1675,312.0,360,0.3
1676,254.0,360,0.3
1677,377.0,360,0.3
1678,324.0,360,0.3
1679,268.0,360,0.3
1680,215.0,360,0.35
1681,257.0,360,0.35
1682,306.0,360,0.35
1683,214.0,360,0.35
1684,257.0,360,0.35
1685,258.0,360,0.35
1686,280.0,360,0.35
1687,310.0,360,0.35
1688,310.0,360,0.35
1689,353.0,360,0.35
1690,272.0,360,0.35
1691,301.0,360,0.35
1692,257.0,360,0.35
1693,285.0,360,0.35
1694,274.0,360,0.35
1695,364.0,360,0.35
1696,260.0,360,0.35
1697,275.0,360,0.35
1698,256.0,360,0.35
1699,292.0,360,0.35
1700,302.0,360,0.35
1701,285.0,360,0.35
1702,221.0,360,0.35
1703,249.0,360,0.35
1704,267.0,360,0.35
1705,309.0,360,0.35
1706,282.0,360,0.35
1707,503.0,360,0.35
1708,274.0,360,0.35
1709,278.0,360,0.35
1710,261.0,360,0.4
1711,319.0,360,0.4
1712,319.0,360,0.4
1713,293.0,360,0.4
1714,268.0,360,0.4
1715,276.0,360,0.4
1716,293.0,360,0.4
1717,264.0,360,0.4
1718,257.0,360,0.4
1719,263.0,360,0.4
1720,259.0,360,0.4
1721,268.0,360,0.4
1722,321.0,360,0.4
1723,317.0,360,0.4
1724,223.0,360,0.4
1725,374.0,360,0.4
1726,263.0,360,0.4
1727,407.0,360,0.4
1728,251.0,360,0.4
1729,321.0,360,0.4
1730,276.0,360,0.4
1731,279.0,360,0.4
1732,275.0,360,0.4
1733,369.0,360,0.4
1734,493.0,360,0.4
1735,377.0,360,0.4
1736,266.0,360,0.4
1737,221.0,360,0.4
1738,266.0,360,0.4
1739,279.0,360,0.4
1740,258.0,360,0.45
1741,343.0,360,0.45
1742,217.0,360,0.45
1743,381.0,360,0.45
1744,259.0,360,0.45
1745,271.0,360,0.45
1746,260.0,360,0.45
1747,321.0,360,0.45
1748,256.0,360,0.45
1749,256.0,360,0.45
1750,387.0,360,0.45
1751,209.0,360,0.45
1752,252.0,360,0.45
1753,254.0,360,0.45
1754,274.0,360,0.45
1755,260.0,360,0.45
1756,289.0,360,0.45
1757,261.0,360,0.45
1758,211.0,360,0.45
1759,347.0,360,0.45
1760,267.0,360,0.45
1761,317.0,360,0.45
1762,254.0,360,0.45
1763,313.0,360,0.45
1764,257.0,360,0.45
1765,250.0,360,0.45
1766,399.0,360,0.45
1767,343.0,360,0.45
1768,330.0,360,0.45
1769,262.0,360,0.45
1770,223.0,360,0.5
1771,259.0,360,0.5
1772,309.0,360,0.5
1773,324.0,360,0.5
1774,318.0,360,0.5
1775,270.0,360,0.5
1776,388.0,360,0.5
1777,267.0,360,0.5
1778,375.0,360,0.5
1779,252.0,360,0.5
1780,261.0,360,0.5
1781,259.0,360,0.5
1782,254.0,360,0.5
1783,372.0,360,0.5
1784,317.0,360,0.5
1785,261.0,360,0.5
1786,321.0,360,0.5
1787,419.0,360,0.5
1788,257.0,360,0.5
1789,382.0,360,0.5
1790,275.0,360,0.5
1791,280.0,360,0.5
1792,312.0,360,0.5
1793,259.0,360,0.5
1794,259.0,360,0.5
1795,313.0,360,0.5
1796,254.0,360,0.5
1797,301.0,360,0.5
1798,209.0,360,0.5
1799,309.0,360,0.5
1800,473.0,420,0.05
1801,312.0,420,0.05
1802,262.0,420,0.05
1803,330.0,420,0.05
1804,254.0,420,0.05
1805,261.0,420,0.05
1806,262.0,420,0.05
1807,258.0,420,0.05
1808,309.0,420,0.05
1809,321.0,420,0.05
1810,267.0,420,0.05
1811,284.0,420,0.05
1812,267.0,420,0.05
1813,258.0,420,0.05
1814,265.0,420,0.05
1815,214.0,420,0.05
1816,318.0,420,0.05
1817,498.0,420,0.05
1818,256.0,420,0.05
1819,258.0,420,0.05
1820,318.0,420,0.05
1821,254.0,420,0.05
1822,319.0,420,0.05
1823,296.0,420,0.05
1824,262.0,420,0.05
1825,251.0,420,0.05
1826,215.0,420,0.05
1827,268.0,420,0.05
1828,312.0,420,0.05
1829,285.0,420,0.05
1830,261.0,420,0.1
1831,448.0,420,0.1
1832,267.0,420,0.1
1833,273.0,420,0.1
1834,340.0,420,0.1
1835,269.0,420,0.1
1836,498.0,420,0.1
1837,316.0,420,0.1
1838,310.0,420,0.1
1839,317.0,420,0.1
1840,241.0,420,0.1
1841,263.0,420,0.1
1842,318.0,420,0.1
1843,330.0,420,0.1
1844,278.0,420,0.1
1845,270.0,420,0.1
1846,257.0,420,0.1
1847,314.0,420,0.1
1848,328.0,420,0.1
1849,305.0,420,0.1
1850,254.0,420,0.1
1851,264.0,420,0.1
1852,313.0,420,0.1
1853,697.0,420,0.1
1854,302.0,420,0.1
1855,292.0,420,0.1
1856,253.0,420,0.1
1857,310.0,420,0.1
1858,209.0,420,0.1
1859,256.0,420,0.1
1860,309.0,420,0.15
1861,258.0,420,0.15
1862,314.0,420,0.15
1863,260.0,420,0.15
1864,260.0,420,0.15
1865,319.0,420,0.15
1866,448.0,420,0.15
1867,320.0,420,0.15
1868,261.0,420,0.15
1869,264.0,420,0.15
1870,264.0,420,0.15
1871,441.0,420,0.15
1872,265.0,420,0.15
1873,410.0,420,0.15
1874,373.0,420,0.15
1875,274.0,420,0.15
1876,314.0,420,0.15
1877,476.0,420,0.15
1878,251.0,420,0.15
1879,314.0,420,0.15
1880,315.0,420,0.15
1881,276.0,420,0.15
1882,227.0,420,0.15
1883,445.0,420,0.15
1884,253.0,420,0.15
1885,273.0,420,0.15
1886,316.0,420,0.15
1887,268.0,420,0.15
1888,366.0,420,0.15
1889,275.0,420,0.15
1890,262.0,420,0.2
1891,250.0,420,0.2
1892,262.0,420,0.2
1893,311.0,420,0.2
1894,327.0,420,0.2
1895,558.0,420,0.2
1896,226.0,420,0.2
1897,248.0,420,0.2
1898,318.0,420,0.2
1899,212.0,420,0.2
1900,267.0,420,0.2
1901,257.0,420,0.2
1902,223.0,420,0.2
1903,273.0,420,0.2
1904,266.0,420,0.2
1905,235.0,420,0.2
1906,267.0,420,0.2
1907,378.0,420,0.2
1908,212.0,420,0.2
1909,262.0,420,0.2
1910,254.0,420,0.2
1911,322.0,420,0.2
1912,365.0,420,0.2
1913,367.0,420,0.2
1914,256.0,420,0.2
1915,317.0,420,0.2
1916,310.0,420,0.2
1917,440.0,420,0.2
1918,248.0,420,0.2
1919,256.0,420,0.2
1920,255.0,420,0.25
1921,497.0,420,0.25
1922,451.0,420,0.25
1923,373.0,420,0.25
1924,361.0,420,0.25
1925,280.0,420,0.25
1926,311.0,420,0.25
1927,258.0,420,0.25
1928,348.0,420,0.25
1929,277.0,420,0.25
1930,327.0,420,0.25
1931,267.0,420,0.25
1932,314.0,420,0.25
1933,320.0,420,0.25
1934,209.0,420,0.25
1935,271.0,420,0.25
1936,373.0,420,0.25
1937,257.0,420,0.25
1938,467.0,420,0.25
1939,357.0,420,0.25
1940,255.0,420,0.25
1941,266.0,420,0.25
1942,259.0,420,0.25
1943,326.0,420,0.25
1944,310.0,420,0.25
1945,253.0,420,0.25
1946,258.0,420,0.25
1947,314.0,420,0.25
1948,224.0,420,0.25
1949,257.0,420,0.25
1950,232.0,420,0.3
1951,216.0,420,0.3
1952,273.0,420,0.3
1953,388.0,420,0.3
1954,316.0,420,0.3
1955,315.0,420,0.3
1956,290.0,420,0.3
1957,268.0,420,0.3
1958,255.0,420,0.3
1959,257.0,420,0.3
1960,373.0,420,0.3
1961,368.0,420,0.3
1962,253.0,420,0.3
1963,259.0,420,0.3
1964,258.0,420,0.3
1965,288.0,420,0.3
1966,287.0,420,0.3
1967,236.0,420,0.3
1968,279.0,420,0.3
1969,263.0,420,0.3
1970,289.0,420,0.3
1971,295.0,420,0.3
1972,475.0,420,0.3
1973,209.0,420,0.3
1974,260.0,420,0.3
1975,263.0,420,0.3
1976,271.0,420,0.3
1977,258.0,420,0.3
1978,283.0,420,0.3
1979,310.0,420,0.3
1980,204.0,420,0.35
1981,532.0,420,0.35
1982,239.0,420,0.35
1983,261.0,420,0.35
1984,211.0,420,0.35
1985,322.0,420,0.35
1986,275.0,420,0.35
1987,247.0,420,0.35
1988,449.0,420,0.35
1989,228.0,420,0.35
1990,254.0,420,0.35
1991,272.0,420,0.35
1992,267.0,420,0.35
1993,265.0,420,0.35
1994,314.0,420,0.35
1995,299.0,420,0.35
1996,284.0,420,0.35
1997,320.0,420,0.35
1998,379.0,420,0.35
1999,311.0,420,0.35
2000,310.0,420,0.35
2001,262.0,420,0.35
2002,256.0,420,0.35
2003,260.0,420,0.35
2004,320.0,420,0.35
2005,255.0,420,0.35
2006,467.0,420,0.35
2007,316.0,420,0.35
2008,315.0,420,0.35
2009,406.0,420,0.35
2010,260.0,420,0.4
2011,505.0,420,0.4
2012,268.0,420,0.4
2013,267.0,420,0.4
2014,466.0,420,0.4
2015,312.0,420,0.4
2016,255.0,420,0.4
2017,216.0,420,0.4
2018,259.0,420,0.4
2019,305.0,420,0.4
2020,342.0,420,0.4
2021,219.0,420,0.4
2022,268.0,420,0.4
2023,299.0,420,0.4
2024,270.0,420,0.4
2025,283.0,420,0.4
2026,300.0,420,0.4
2027,303.0,420,0.4
2028,270.0,420,0.4
2029,385.0,420,0.4
2030,256.0,420,0.4
2031,254.0,420,0.4
2032,242.0,420,0.4
2033,254.0,420,0.4
2034,486.0,420,0.4
2035,209.0,420,0.4
2036,222.0,420,0.4
2037,262.0,420,0.4
2038,316.0,420,0.4
2039,319.0,420,0.4
2040,674.0,420,0.45
2041,256.0,420,0.45
2042,255.0,420,0.45
2043,264.0,420,0.45
2044,210.0,420,0.45
2045,256.0,420,0.45
2046,305.0,420,0.45
2047,229.0,420,0.45
2048,387.0,420,0.45
2049,320.0,420,0.45
2050,248.0,420,0.45
2051,256.0,420,0.45
2052,319.0,420,0.45
2053,267.0,420,0.45
2054,273.0,420,0.45
2055,259.0,420,0.45
2056,354.0,420,0.45
2057,293.0,420,0.45
2058,297.0,420,0.45
2059,466.0,420,0.45
2060,262.0,420,0.45
2061,283.0,420,0.45
2062,254.0,420,0.45
2063,322.0,420,0.45
2064,253.0,420,0.45
2065,266.0,420,0.45
2066,319.0,420,0.45
2067,281.0,420,0.45
2068,259.0,420,0.45
2069,219.0,420,0.45
2070,256.0,420,0.5
2071,377.0,420,0.5
2072,285.0,420,0.5
2073,265.0,420,0.5
2074,256.0,420,0.5
2075,257.0,420,0.5
2076,256.0,420,0.5
2077,304.0,420,0.5
2078,254.0,420,0.5
2079,508.0,420,0.5
2080,252.0,420,0.5
2081,328.0,420,0.5
2082,375.0,420,0.5
2083,319.0,420,0.5
2084,205.0,420,0.5
2085,375.0,420,0.5
2086,309.0,420,0.5
2087,327.0,420,0.5
2088,342.0,420,0.5
2089,250.0,420,0.5
2090,242.0,420,0.5
2091,253.0,420,0.5
2092,301.0,420,0.5
2093,254.0,420,0.5
2094,244.0,420,0.5
2095,258.0,420,0.5
2096,352.0,420,0.5
2097,274.0,420,0.5
2098,257.0,420,0.5
2099,262.0,420,0.5
2100,257.0,480,0.05
2101,311.0,480,0.05
2102,233.0,480,0.05
2103,250.0,480,0.05
2104,215.0,480,0.05
2105,226.0,480,0.05
2106,287.0,480,0.05
2107,263.0,480,0.05
2108,267.0,480,0.05
2109,256.0,480,0.05
2110,748.0,480,0.05
2111,256.0,480,0.05
2112,260.0,480,0.05
2113,263.0,480,0.05
2114,263.0,480,0.05
2115,262.0,480,0.05
2116,317.0,480,0.05
2117,231.0,480,0.05
2118,275.0,480,0.05
2119,298.0,480,0.05
2120,314.0,480,0.05
2121,226.0,480,0.05
2122,231.0,480,0.05
2123,312.0,480,0.05
2124,322.0,480,0.05
2125,251.0,480,0.05
2126,354.0,480,0.05
2127,280.0,480,0.05
2128,319.0,480,0.05
2129,375.0,480,0.05
2130,315.0,480,0.1
2131,291.0,480,0.1
2132,259.0,480,0.1
2133,319.0,480,0.1
2134,469.0,480,0.1
2135,316.0,480,0.1
2136,307.0,480,0.1
2137,317.0,480,0.1
2138,211.0,480,0.1
2139,261.0,480,0.1
2140,276.0,480,0.1
2141,322.0,480,0.1
2142,315.0,480,0.1
2143,309.0,480,0.1
2144,260.0,480,0.1
2145,285.0,480,0.1
2146,310.0,480,0.1
2147,314.0,480,0.1
2148,515.0,480,0.1
2149,272.0,480,0.1
2150,368.0,480,0.1
2151,265.0,480,0.1
2152,331.0,480,0.1
2153,263.0,480,0.1
2154,252.0,480,0.1
2155,303.0,480,0.1
2156,266.0,480,0.1
2157,270.0,480,0.1
2158,258.0,480,0.1
2159,288.0,480,0.1
2160,295.0,480,0.15
2161,258.0,480,0.15
2162,208.0,480,0.15
2163,499.0,480,0.15
2164,326.0,480,0.15
2165,284.0,480,0.15
2166,274.0,480,0.15
2167,285.0,480,0.15
2168,275.0,480,0.15
2169,316.0,480,0.15
2170,318.0,480,0.15
2171,256.0,480,0.15
2172,268.0,480,0.15
2173,309.0,480,0.15
2174,253.0,480,0.15
2175,259.0,480,0.15
2176,260.0,480,0.15
2177,258.0,480,0.15
2178,350.0,480,0.15
2179,272.0,480,0.15
2180,265.0,480,0.15
2181,256.0,480,0.15
2182,289.0,480,0.15
2183,316.0,480,0.15
2184,257.0,480,0.15
2185,224.0,480,0.15
2186,318.0,480,0.15
2187,402.0,480,0.15
2188,230.0,480,0.15
2189,540.0,480,0.15
2190,323.0,480,0.2
2191,371.0,480,0.2
2192,275.0,480,0.2
2193,332.0,480,0.2
2194,297.0,480,0.2
2195,413.0,480,0.2
2196,214.0,480,0.2
2197,319.0,480,0.2
2198,240.0,480,0.2
2199,256.0,480,0.2
2200,266.0,480,0.2
2201,216.0,480,0.2
2202,249.0,480,0.2
2203,261.0,480,0.2
2204,340.0,480,0.2
2205,318.0,480,0.2
2206,380.0,480,0.2
2207,310.0,480,0.2
2208,274.0,480,0.2
2209,317.0,480,0.2
2210,341.0,480,0.2
2211,239.0,480,0.2
2212,318.0,480,0.2
2213,275.0,480,0.2
2214,367.0,480,0.2
2215,533.0,480,0.2
2216,299.0,480,0.2
2217,311.0,480,0.2
2218,490.0,480,0.2
2219,322.0,480,0.2
2220,538.0,480,0.25
2221,323.0,480,0.25
2222,258.0,480,0.25
2223,248.0,480,0.25
2224,256.0,480,0.25
